pitcher,pitcher_name,year,pitch_hand,n_pitches,team_id,ball_angle,relative_release_ball_x,release_ball_z,relative_shoulder_x,shoulder_z
542888,"Armstrong, Shawn",2024,R,1109,112,40,-1.962667444,5.79957146,-0.185858319,4.313216192
642216,"Winans, Allan",2024,R,138,144,31,-2.022873385,5.845546465,-0.034173799,4.627806708
647336,"Soroka, Michael",2024,R,1442,145,37,-2.067094704,6.095608847,-0.15588717,4.631256251
595881,"Beede, Tyler",2024,R,265,114,31,-2.400965849,5.337152421,-0.28229388,4.0598091
663465,"Allard, Kolby",2024,L,436,143,48,1.596493854,5.532521073,0.114842406,3.881587252
688297,"Roycroft, Chris",2024,R,596,138,21,-2.530618623,5.230153956,-0.181046356,4.321886393
663978,"Paddack, Chris",2024,R,1459,142,46,-1.627627599,6.174691384,0.07140338,4.42242342
622250,"Sborz, Josh",2024,R,284,140,50,-1.339387999,6.296535503,0.13436928,4.544691904
664747,"Díaz, Alexis",2024,R,977,113,10,-2.722673098,4.591562142,-0.569976429,4.21388564
622251,"Staumont, Josh",2024,R,420,142,48,-1.52298311,6.039701781,0.015446583,4.330661478
670124,"Oller, Adam",2024,R,710,146,39,-1.790492785,5.762065893,-0.142031215,4.415047138
656557,"Houck, Tanner",2024,R,2732,111,22,-2.527372265,5.603597476,-0.235451561,4.670585774
678061,"Kerr, Ray",2024,L,383,144,32,1.999770552,5.689374422,-0.001896305,4.425073468
622253,"Tate, Dillon",2024,R,582,141,26,-2.139497277,5.266867172,-0.168041726,4.299475227
656302,"Cease, Dylan",2024,R,3188,135,53,-1.29262721,6.100221031,0.020948344,4.327711186
656814,"Ortiz, Luis",2024,R,10,143,36,-1.873708479,6.054904288,0.008650775,4.687451836
669358,"Baz, Shane",2024,R,1206,139,38,-1.73118672,5.800773159,0.053425619,4.388375123
622766,"Díaz, Miguel",2024,R,10,117,38,-1.788376954,5.848551858,-0.009933494,4.482748922
650671,"Quijada, José",2024,L,379,108,36,2.123676409,5.439217693,0.249903864,4.06711946
676272,"Miller, Bobby",2024,R,1053,119,47,-1.247750154,6.029629386,0.324273532,4.318417847
680880,"Holman, Grant",2024,R,292,133,46,-1.818234864,6.154083633,-0.059846871,4.324938491
687792,"Herz, DJ",2024,L,1586,120,37,1.870260647,5.790294138,0.032714107,4.392995163
641712,"Hudson, Dakota",2024,R,1509,115,36,-1.953134529,6.120058219,0.006268483,4.713689207
657585,"Garrett, Reed",2024,R,965,121,37,-1.701818543,5.592627035,0.073378384,4.244252562
663474,"McKenzie, Triston",2024,R,1299,114,54,-1.046531804,6.473069842,0.286344411,4.643205124
668338,"Miller, Tyson",2024,R,934,112,17,-2.64132559,4.587290194,-0.522867429,3.934992071
671922,"Smith, Cade",2024,R,1166,114,37,-1.898284408,5.744941778,0.030333961,4.278840377
622259,"Wingenter, Trey",2024,R,179,112,29,-2.636821671,5.554253597,-0.418691103,4.322470634
448179,"Hill, Rich",2024,L,71,111,19,2.84669182,4.632868074,0.773572225,3.913742758
669620,"Basso, Brady",2024,L,350,133,56,1.22848093,6.579113094,-0.099031871,4.611074158
663989,"Vespi, Nick",2024,L,169,110,49,1.379665837,6.43510419,-0.161660495,4.67077967
680885,"Schwellenbach, Spencer",2024,R,1887,144,33,-2.258937003,5.439915631,-0.521847221,4.30182178
814005,"Bloss Jr., Jake",2024,R,238,117,46,-1.351663144,5.742601784,0.151733655,4.178192263
621237,"Alvarado, José",2024,L,1017,143,65,0.520681936,6.654396056,-0.532439311,4.374738651
458677,"Wilson, Justin",2024,L,816,113,48,1.363300852,6.367898883,-0.190435925,4.614776956
593334,"Germán, Domingo",2024,R,373,134,31,-2.472590158,5.501761205,-0.288958859,4.212455881
669622,"Bender, Anthony",2024,R,954,146,18,-2.488569873,5.465578345,-0.299183067,4.754622388
676534,"Faucher, Calvin",2024,R,987,146,50,-1.549367027,6.000636461,-0.085313263,4.252633598
620982,"Pinto, Ricardo",2024,R,220,143,48,-1.478639549,6.057462512,0.144668445,4.264405984
687798,"Robertson, Nick",2024,R,217,141,32,-2.191582389,5.674750164,-0.259803702,4.448970651
669111,"McMillon, John",2024,R,180,146,41,-1.740051851,5.621307298,-0.059115124,4.177354297
681911,"Vesia, Alex",2024,L,1090,119,61,0.782437634,5.897951506,-0.337537976,3.850695326
643511,"Rogers, Tyler",2024,R,992,137,-64,-2.699542501,1.099833445,-1.670734337,3.218667563
663992,"Lovelady, Richard",2024,L,528,139,19,2.527246781,5.239852285,0.538821307,4.572021897
666808,"Doval, Camilo",2024,R,1116,137,19,-2.202510602,5.472683161,-0.014432808,4.705870086
642232,"Yarbrough, Ryan",2024,L,1476,141,13,3.187573511,5.017419963,0.912924845,4.472438969
643256,"Cimber, Adam",2024,R,416,108,-23,-3.431033549,2.401641535,-1.345420129,3.282383554
595897,"Burdi, Nick",2024,R,210,147,24,-2.336017176,5.424774125,-0.029513486,4.410028481
547001,"Poteet, Cody",2024,R,384,147,39,-1.806329169,6.200097195,-0.095289092,4.810889586
693433,"Woo, Bryan",2024,R,1715,136,27,-2.215593995,5.045468083,-0.262401298,4.056588193
518585,"Cruz, Fernando",2024,R,1138,113,45,-1.667858134,6.02879495,-0.100752199,4.437668922
458681,"Lynn, Lance",2024,R,2038,138,32,-2.57663691,5.578936513,-0.54915856,4.313939074
663738,"Lynch IV, Daniel",2024,L,631,118,39,1.560621004,6.020127745,-0.24881999,4.546219341
676282,"Cantillo, Joey",2024,L,711,114,55,0.968661646,5.949907873,-0.297948591,4.117452305
681402,"Varland, Gus",2024,R,453,145,48,-1.217398716,5.367062538,0.238707202,3.726493174
621242,"Díaz, Edwin",2024,R,951,121,20,-2.728305173,4.916176905,-0.709512473,4.163993361
571578,"Corbin, Patrick",2024,L,2888,120,39,1.794949231,6.250662081,-0.063457206,4.770926002
680891,"Neely, Jack",2024,R,98,112,34,-2.185093151,6.121311132,-0.264076484,4.818790108
669372,"Ginn, J.T.",2024,R,515,133,42,-1.85977287,5.651322026,-0.141562281,4.12102886
621244,"Berríos, José",2024,R,2907,141,40,-2.150074952,5.61183549,-0.3531709,4.127688849
663485,"Sands, Cole",2024,R,1154,142,26,-2.346828612,5.751031431,-0.230410032,4.721914214
669373,"Skubal, Tarik",2024,L,2827,116,48,1.873428526,6.171310716,0.169814866,4.271410771
677053,"Nardi, Andrew",2024,L,906,146,47,1.869489026,5.813996301,0.288713821,4.137474707
694973,"Skenes, Paul",2024,R,2125,134,23,-2.756957058,5.664498999,-0.552281639,4.714925331
679358,"Orze, Eric",2024,R,42,121,45,-1.206029392,5.841555165,0.413740309,4.214915996
554430,"Wheeler, Zack",2024,R,3133,143,25,-2.674007477,5.228239171,-0.4150015,4.190932002
694462,"Waldrep, Hurston",2024,R,133,144,56,-1.033864641,6.310379309,0.377455067,4.238986394
641726,"Jefferies, Daulton",2024,R,281,134,31,-2.101070529,5.790985985,-0.325532054,4.727545529
682175,"Jacques, Joe",2024,L,50,109,10,2.759085004,4.473023289,0.469148667,4.064913633
554431,"Matzek, Tyler",2024,L,179,144,50,1.462724507,6.250109042,-0.055903279,4.426045196
642239,"Zastryzny, Rob",2024,L,119,158,42,2.052749225,5.652599286,0.393929114,4.182586452
552640,"Kittredge, Andrew",2024,R,1011,138,39,-1.736974587,5.770238123,-0.031566416,4.378426797
640448,"Finnegan, Kyle",2024,R,1066,120,50,-1.021797955,5.72827354,0.374476053,4.042453641
605121,"Anderson, Justin",2024,R,945,145,36,-1.939243501,5.679988428,-0.0804479,4.342834537
680897,"Nastrini, Nick",2024,R,734,145,45,-1.515410743,5.903665396,0.105651733,4.287206705
641729,"Jiménez, Joe",2024,R,1104,144,31,-1.997843316,5.653408623,-0.036435498,4.456851383
666818,"Frías, Luis",2024,R,229,141,49,-1.416918373,6.467475458,0.2061004,4.627572157
622786,"Tinoco, Jesus",2024,R,644,146,25,-2.237609707,5.265570718,-0.148549364,4.271977123
665795,"Cabrera, Edward",2024,R,1734,146,42,-1.695477318,6.151949261,0.106613598,4.528603851
640451,"Harvey, Hunter",2024,R,906,118,44,-1.323808588,5.786132799,0.239556433,4.271918098
592836,"Walker, Taijuan",2024,R,1356,143,41,-1.901237302,6.452843914,-0.109563368,4.917624197
668868,"Thompson, Zack",2024,L,317,138,55,1.037893643,5.935938334,-0.307643328,3.997801277
573124,"Rogers, Taylor",2024,L,1060,137,29,1.907909639,5.67179932,-0.167882012,4.514249886
606149,"Gallegos, Giovanny",2024,R,401,138,58,-0.930345206,6.733642468,0.317575449,4.711747597
672710,"Contreras, Roansy",2024,R,1075,108,49,-1.125996931,5.932480891,0.373272648,4.234690856
686790,"McDonald, Trevor",2024,R,39,137,32,-2.356392475,5.104446235,-0.324171475,3.83197512
640454,"Krook, Matt",2024,L,27,110,27,2.452011904,5.852488322,0.289144494,4.733141312
640455,"Manaea, Sean",2024,L,2995,121,23,2.935934901,5.424964826,0.763432527,4.522073144
527048,"Pérez, Martín",2024,L,2204,135,47,1.555468196,5.729436451,-0.015919957,4.042135197
664776,"Cousins, Jake",2024,R,644,147,24,-2.358322496,5.673729513,-0.27905726,4.73567114
672456,"Montero, Keider",2024,R,1539,116,43,-1.620868695,5.834590972,0.017782609,4.302391932
541640,"Ramírez, Erasmo",2024,R,302,139,36,-1.974257066,5.452767377,-0.310553679,4.238157015
657097,"Webb, Jacob",2024,R,949,110,32,-2.25040868,5.536554995,-0.312435113,4.326680182
668873,"Kilian, Caleb",2024,R,167,112,51,-1.212825305,6.1550056,0.168605283,4.436717659
668874,"Henley, Blair",2024,R,39,117,30,-2.158440897,5.355076818,-0.163341272,4.204886512
605130,"Barlow, Scott",2024,R,1015,114,28,-2.214323062,5.270097346,-0.146890856,4.152144954
434378,"Verlander, Justin",2024,R,1580,117,55,-1.264970241,7.096642194,0.15464905,5.087383939
641482,"Cortes Jr., Nestor",2024,L,2849,147,47,1.682285737,5.719698124,0.284415181,4.215706158
669387,"Mlodzinski, Carmen",2024,R,866,134,26,-2.177380104,5.089092755,-0.169335094,4.093380948
607179,"Weems, Jordan",2024,R,733,120,49,-1.105251312,6.022128589,0.458754148,4.229820957
686539,"Cronin, Declan",2024,R,1096,146,22,-2.444921673,5.268366278,-0.055668967,4.311631818
695243,"Miller, Mason",2024,R,1024,133,34,-2.162280814,6.056810284,-0.14260596,4.696207808
700363,"Smith-Shawver, AJ",2024,R,116,144,51,-1.196983975,5.933275264,0.331342622,4.055080774
701643,"Hartwig, Grant",2024,R,118,121,14,-2.824687492,4.838026966,-0.586264744,4.294850554
657612,"Hill, Tim",2024,L,982,147,-20,3.102259694,3.142473894,0.877205957,3.934527787
592332,"Gausman, Kevin",2024,R,2864,141,36,-2.077908162,5.678879996,-0.142277123,4.264454113
477132,"Kershaw, Clayton",2024,L,504,119,57,1.121004838,6.131438085,-0.104805632,4.268219343
681676,"Fernandez, Ryan",2024,R,1191,138,53,-1.151353926,5.781992199,0.249400317,3.945509938
686796,"Walston, Blake",2024,L,343,109,33,2.104276249,6.021407004,0.101864553,4.73026534
608717,"Stratton, Chris",2024,R,995,118,35,-1.952843345,5.854521852,0.022688691,4.467602911
679885,"Martinez, Justin",2024,R,1176,109,42,-1.809375768,6.251242601,-0.060974157,4.677376625
527054,"Teheran, Julio",2024,R,68,121,21,-2.80827324,5.023270971,-0.714908243,4.22342553
608718,"Suter, Brent",2024,L,1022,113,56,1.114291703,6.290475018,-0.057801731,4.575350393
678606,"Ferrer, Jose A.",2024,L,476,120,35,2.154760453,5.911123878,0.2873328,4.582079099
640462,"Puk, A.J.",2024,L,1173,109,28,2.319097173,5.551643685,0.085879872,4.339213313
669391,"White, Owen",2024,R,69,140,45,-1.771536286,5.876991803,-0.155394911,4.244339535
605135,"Bassitt, Chris",2024,R,2959,141,35,-2.062586335,5.522316044,0.040983214,4.032917895
686799,"Kochanowicz, Jack",2024,R,859,108,28,-2.46207112,5.918427482,-0.216155148,4.712818149
455119,"Martin, Chris",2024,R,657,111,41,-2.003624587,6.11022358,-0.135714668,4.506945289
656848,"Petersen, Michael",2024,R,363,146,48,-1.333994365,6.299976776,0.305965707,4.467661411
606160,"Montero, Rafael",2024,R,677,117,35,-1.929153865,5.088894019,-0.03562767,3.787285855
650960,"Duarte, Daniel",2024,R,56,142,39,-1.492513818,5.53076537,0.14401318,4.190728823
656849,"Peterson, David",2024,L,1879,121,41,1.760537691,6.129128564,-0.118315903,4.502193573
668881,"Greene, Hunter",2024,R,2563,113,32,-2.274181955,5.971106818,-0.317083326,4.750401013
670161,"Dunshee, Parker",2024,R,51,144,35,-1.906386338,5.943875794,-0.115311752,4.704624791
641745,"Keller, Brad",2024,R,743,111,49,-1.295761181,6.359282467,0.225982669,4.583688705
606930,"Barnes, Jacob",2024,R,1117,120,43,-1.523721894,5.698543707,0.21547262,4.069630446
694738,"Roupp, Landen",2024,R,907,137,27,-2.399373457,5.254297181,-0.363500978,4.239054584
702674,"Dana, Caden",2024,R,206,108,44,-1.608871259,6.035332991,-0.013739283,4.4861761
669395,"Coleman, Dylan",2024,R,16,117,35,-1.689548615,6.053288957,0.217815268,4.698127674
674003,"Bradford, Cody",2024,L,1175,140,57,1.058774612,6.224358041,-0.270132689,4.206505137
608723,"Voth, Austin",2024,R,974,136,37,-1.79652533,5.685936109,-0.047483631,4.350308467
675540,"Curry, Xzavion",2024,R,635,146,60,-0.853066854,6.00460852,0.294313317,4.036655806
677076,"Andrews, Clayton",2024,L,15,147,37,1.759942479,5.406146831,0.104866191,4.176160784
663765,"Woodford, Jake",2024,R,618,134,27,-2.527556844,5.174969931,-0.486585833,4.114325043
605397,"Musgrove, Joe",2024,R,1566,135,36,-2.298227466,6.35596654,-0.225187686,4.875489219
594902,"Lively, Ben",2024,R,2405,114,38,-1.741676368,5.224825701,-0.067517073,3.930023925
686294,"Willingham, Amos",2024,R,20,120,46,-1.591177342,5.833464286,0.046703226,4.111312282
640470,"Alzolay, Adbert",2024,R,329,112,42,-1.705611579,6.24595476,-0.004113017,4.701458563
663767,"Shugart, Chase",2024,R,142,111,35,-1.976876841,5.402428031,-0.256308603,4.183199283
670167,"Schreiber, John",2024,R,904,118,9,-2.883115457,4.225456671,-0.609863145,3.862557904
571863,"Koch, Matt",2024,R,23,115,36,-1.946907084,5.71089008,-0.121850496,4.400717147
658648,"Avila, Pedro",2024,R,1419,114,45,-1.681233814,5.781080809,-0.016615217,4.111801815
595928,"Curtiss, John",2024,R,38,115,41,-1.892325316,6.318012887,-0.179837543,4.854447394
669912,"Snead, Kirby",2024,L,196,136,15,2.673792921,5.079144673,0.460470405,4.470340847
605400,"Nola, Aaron",2024,R,3189,143,20,-2.401194614,5.024567251,-0.24431071,4.236191174
607192,"Glasnow, Tyler",2024,R,1933,119,58,-1.123653169,6.054329686,0.174062665,3.984981781
676568,"Vanasco, Ricky",2024,R,45,116,51,-1.143077797,5.697095551,0.376904417,3.791944421
681432,"Little, Luke",2024,L,437,112,26,2.463785942,5.501502627,0.207819626,4.384560929
621016,"Cuas, Jose",2024,R,319,141,3,-3.260402877,4.192383342,-0.808664665,4.057726796
642520,"Garabito, Gerson",2024,R,492,140,44,-1.908833075,5.731467982,-0.241772855,4.136518987
518617,"Diekman, Jake",2024,L,593,121,20,2.79611907,5.572959958,0.513089829,4.757135344
622554,"Domínguez, Seranthony",2024,R,1070,110,29,-2.070521813,5.443929089,-0.09293618,4.326644604
641755,"Kinley, Tyler",2024,R,1160,115,45,-1.490260904,6.451982863,0.130094086,4.832219468
518876,"Kelly, Merrill",2024,R,1142,109,25,-2.237103148,5.484696866,-0.245301844,4.5406744
656605,"Keller, Mitch",2024,R,2850,134,35,-1.951370833,5.753188602,-0.161973874,4.512436427
663773,"Hoeing, Bryan",2024,R,808,135,35,-1.82092504,6.119499676,0.02606952,4.820051161
664285,"Valdez, Framber",2024,L,2604,117,43,1.745486985,6.003394976,0.156274222,4.534450928
592094,"Adam, Jason",2024,R,1141,135,35,-2.051815674,6.145631318,-0.082986111,4.76449565
670174,"Winckowski, Josh",2024,R,1240,111,51,-1.156976924,6.031915777,0.267914786,4.270517621
592351,"Gray, Jon",2024,R,1620,140,32,-2.077551671,5.604826794,-0.130421725,4.369059074
607455,"Banda, Anthony",2024,L,774,119,34,2.031404696,5.421350176,0.055459031,4.068482646
657376,"Schmidt, Clarke",2024,R,1454,147,35,-1.921960094,5.640658215,0.012585028,4.280150258
663776,"Sandoval, Patrick",2024,L,1442,108,53,1.144392369,6.057230378,-0.175039637,4.313792057
607200,"Fedde, Erick",2024,R,2891,138,37,-1.771194661,5.826041079,0.119665064,4.3881297
678368,"Bellozo, Valente",2024,R,1094,146,46,-1.459547995,6.106523364,0.067291418,4.549321914
683232,"Mears, Nick",2024,R,1038,158,61,-0.625714833,6.160924984,0.468462979,4.206807449
642016,"Robert, Daniel",2024,R,103,140,35,-2.049006063,6.072622318,-0.138654247,4.724482838
642528,"Loáisiga, Jonathan",2024,R,61,147,42,-1.660886736,5.425758274,-0.010415739,3.922620622
656353,"Davidson, Tucker",2024,L,67,110,59,0.976214664,6.121716779,-0.180431975,4.228889913
656354,"Davis, Austin",2024,L,142,135,24,2.542280822,5.319601581,0.421285155,4.366394463
592866,"Williams, Trevor",2024,R,1064,120,17,-2.754454433,4.983168342,-0.50903836,4.302989584
605154,"Brebbia, John",2024,R,994,144,41,-1.625316138,5.874700349,0.052017023,4.431563261
687330,"Kelly, Kevin",2024,R,1032,139,3,-2.7095155,3.715632582,-0.628791204,3.605741282
669923,"Kirby, George",2024,R,2967,136,37,-1.796165269,5.866820339,0.148128343,4.420407644
605155,"Brewer, Colten",2024,R,391,112,35,-1.902658451,6.027718304,0.032572992,4.656239975
686563,"Cannon, Jonathan",2024,R,2027,145,25,-2.673735016,5.798815908,-0.50030585,4.781583415
605156,"Brooks, Aaron",2024,R,403,133,41,-1.849267437,6.305671615,-0.092354777,4.766574701
690916,"Fitts, Richard",2024,R,314,111,54,-1.144526201,6.126313211,0.25345671,4.191422568
691172,"Zulueta, Yosver",2024,R,286,113,29,-2.200144314,5.765727704,-0.112312872,4.612723044
628452,"Iglesias, Raisel",2024,R,928,144,33,-2.266652652,5.540949158,-0.282331258,4.227578574
628708,"Marte, Yunior",2024,R,482,143,33,-2.295514938,5.55147797,-0.264096647,4.226805648
668390,"Winn, Cole",2024,R,286,140,41,-1.952998072,5.50048785,-0.186209175,3.961176842
670950,"Richards, Trevor",2024,R,1180,142,52,-1.135537842,6.279575741,0.331745384,4.384528124
681190,"Vásquez, Randy",2024,R,1687,135,37,-1.845231292,5.946454196,0.031473772,4.54504294
489446,"Yates, Kirby",2024,R,1027,140,22,-2.292425456,5.262792795,-0.350166941,4.496881437
445926,"Chavez, Jesse",2024,R,1071,144,22,-2.103295173,5.140114275,-0.16117493,4.37295467
518886,"Kimbrel, Craig",2024,R,963,110,26,-2.125301471,4.798646586,-0.33423062,3.920556632
684007,"Imanaga, Shota",2024,L,2589,112,40,1.862136899,5.426685989,0.167486071,4.027273728
687847,"Church, Marc",2024,R,15,140,57,-0.855869106,6.449327021,0.414839643,4.512437689
673513,"Matsui, Yuki",2024,L,1029,135,57,1.143741309,5.968702559,-0.00121035,4.229526688
677865,"Bruihl, Justin",2024,L,99,134,40,1.950934253,5.466927264,0.354577785,4.149969201
685801,"Bigge, Hunter",2024,R,300,139,51,-1.299624697,5.667747482,0.042259984,3.999761595
669674,"Long, Sam",2024,L,725,118,56,1.245867274,6.018366443,-0.066521277,4.076610311
686826,"Jarvis, Bryce",2024,R,1006,109,36,-1.797015976,5.648481984,-0.074287215,4.402919838
571882,"Law, Derek",2024,R,1368,120,51,-1.229722496,6.487925936,0.177531036,4.741665125
663531,"Allen, Logan",2024,L,470,109,44,1.65399377,6.067321643,0.005438171,4.493015986
664299,"Javier, Cristian",2024,R,570,117,38,-1.91551238,5.801434349,-0.033133217,4.308151265
670955,"Uceta, Edwin",2024,R,672,139,17,-2.765362962,4.683836346,-0.653298528,4.047119835
688107,"Gasser, Robert",2024,L,399,158,25,2.466406342,4.957195179,0.416143139,4.014925496
625643,"López, Reynaldo",2024,R,2106,144,42,-1.662427291,5.83105612,-0.11386834,4.441682113
641771,"Kuhl, Chad",2024,R,980,145,26,-2.331768446,5.286874688,-0.365731534,4.338873729
656876,"Rasmussen, Drew",2024,R,459,139,54,-1.18169644,5.892355402,0.159376241,4.04389477
671212,"Boyle, Joe",2024,R,964,133,48,-1.33386875,6.224137853,0.272073286,4.425977985
642028,"Rogers, Josh",2024,L,170,115,36,2.098679635,5.901987469,0.242672789,4.577811784
662253,"Muñoz, Andrés",2024,R,951,136,29,-1.87721752,5.175029608,-0.029935474,4.14717972
668909,"Williams, Gavin",2024,R,1361,114,35,-2.09935186,5.861795675,-0.211257536,4.520651037
669165,"Hurt, Kyle",2024,R,58,119,42,-1.766384854,5.782303196,-0.036876111,4.249374915
674285,"Salazar, Eduardo",2024,R,494,120,34,-1.956488005,5.502856534,-0.066765553,4.251397416
682989,"Mederos, Victor",2024,R,107,108,37,-1.954743591,5.694030533,-0.181666723,4.360516596
690925,"Beeter, Clayton",2024,R,51,147,53,-1.157695539,6.214954873,0.236490958,4.332608325
669422,"Sauer, Matt",2024,R,327,118,45,-1.386027726,5.96667246,0.212235036,4.391620595
680686,"Gray, Josiah",2024,R,176,120,31,-2.358698703,5.103982771,-0.26770291,3.842803228
682990,"Priester, Quinn",2024,R,810,111,43,-1.607471401,5.95366144,0.151928922,4.337187478
621294,"Heller, Ben",2024,R,255,134,29,-2.151066565,5.690438743,-0.028195625,4.523830346
691951,"Aldegheri, Sam",2024,L,222,108,38,1.748092067,6.032657005,0.054573028,4.712860982
572143,"Smith, Burch",2024,R,896,110,39,-1.773899959,5.697245908,-0.056128413,4.302477775
519151,"Pressly, Ryan",2024,R,970,117,57,-1.016714216,5.96275707,0.238025521,4.014231303
657649,"Koenig, Jared",2024,L,1024,158,31,2.455980269,5.878109653,0.480965503,4.675570268
669169,"Heasley, Jonathan",2024,R,108,110,53,-1.195743584,6.04461453,0.198601839,4.195635024
680689,"Richardson, Lyon",2024,R,26,113,32,-2.095968717,5.569228603,-0.211547066,4.397817764
622065,"Young, Alex",2024,L,267,121,30,2.000585274,5.931182116,-0.000577065,4.759362412
691441,"Mena, Cristian",2024,R,70,109,48,-1.333752032,6.146120765,0.137229571,4.498737736
642546,"Hernández, Jonathan",2024,R,761,136,26,-2.278107717,5.446767561,-0.189028999,4.422395633
543475,"Lyles, Jordan",2024,R,72,118,43,-1.738304741,5.9272309,0.020014172,4.286337132
676083,"Junk, Janson",2024,R,175,133,55,-1.101109046,5.773289454,0.203969826,3.943377445
682227,"Williamson, Brandon",2024,L,256,113,46,1.578232702,6.713892141,-0.145011314,4.929035081
685299,"Gordon, Tanner",2024,R,606,115,47,-1.618877613,6.180132792,0.061317716,4.395735509
642547,"Peralta, Freddy",2024,R,3147,158,37,-2.171440117,5.278745725,-0.387692852,3.939143722
676596,"Fleming, Josh",2024,L,531,134,28,2.284034548,5.381780641,0.191524365,4.283024158
679156,"Pennington, Walter",2024,L,330,140,29,2.526611288,5.768216469,0.436615803,4.624643006
686580,"Slaten, Justin",2024,R,811,111,52,-1.625598994,6.064979577,-0.126525158,4.166999808
656629,"Kopech, Michael",2024,R,1143,119,45,-1.590658786,5.718210198,-0.081539144,4.220991432
606965,"Devenski, Chris",2024,R,533,139,43,-1.557709668,6.418662118,0.110353043,4.837443185
663542,"Hudson, Bryan",2024,L,927,158,13,2.906346651,5.020289697,0.437529855,4.434065435
680694,"Bradish, Kyle",2024,R,674,110,58,-0.907609235,6.354847691,0.247735783,4.502538498
656887,"Reid-Foley, Sean",2024,R,379,121,46,-1.571855436,5.493294287,-0.049050509,3.9199457
687863,"Hodge, Porter",2024,R,641,112,41,-1.828501025,5.695063312,-0.152794438,4.254412916
598264,"Barnes, Matt",2024,R,237,120,44,-1.56723031,6.472706145,0.181498824,4.758917173
669432,"Rogers, Trevor",2024,L,2243,110,23,2.468977066,5.706552368,0.236450992,4.771702789
622072,"Wood, Alex",2024,L,751,133,18,2.796178874,4.779331689,0.444712527,4.010534345
623352,"Hader, Josh",2024,L,1201,117,34,2.11187074,5.713555291,0.154013001,4.392951213
605177,"Chafin, Andrew",2024,L,967,140,50,1.606229504,6.269724301,0.116615788,4.49807513
671737,"Bradley, Taj",2024,R,2294,139,54,-1.298487123,6.105737523,0.013338093,4.275271619
607481,"Bummer, Aaron",2024,L,1002,144,7,2.628213019,5.127556311,0.303050274,4.830698616
683769,"Gaddis, Hunter",2024,R,1075,114,34,-2.108492631,6.154092785,-0.114687159,4.796770657
663546,"Hjelle, Sean",2024,R,1209,137,28,-2.223239156,6.426972174,0.048490647,5.214660385
670970,"Morejon, Adrian",2024,L,1053,135,43,1.756019803,5.811890823,0.125774449,4.303193933
678394,"Bello, Brayan",2024,R,2709,111,28,-2.293681336,5.179998568,-0.255249029,4.084940225
678906,"Teng, Kai-Wei",2024,R,204,137,24,-2.47141682,5.48966593,-0.479119467,4.611303202
666619,"Santos, Gregory",2024,R,112,136,34,-2.095431689,5.763616378,-0.032752531,4.397904773
683003,"Jones, Jared",2024,R,1912,134,45,-1.598307722,5.538928489,-0.051151918,4.011014095
621051,"Wilson, Steven",2024,R,623,145,43,-1.829451688,5.617391164,-0.211208229,4.090308233
622075,"Almonte, Yency",2024,R,266,112,39,-2.139622717,5.831291155,-0.219444434,4.253908467
689147,"Kerkering, Orion",2024,R,1063,143,31,-2.215434379,5.651567737,-0.21379688,4.44238164
676092,"Snider, Collin",2024,R,676,136,20,-2.469626051,5.200441563,-0.238065332,4.376486624
676604,"Zuber, Tyler",2024,R,75,139,35,-1.808028581,5.170172037,-0.080520234,3.958924945
683004,"Leiter, Jack",2024,R,669,140,50,-1.400490996,5.656046446,-0.049804943,4.025469966
523260,"Kelly, Joe",2024,R,544,119,28,-2.216199639,5.246125444,-0.282740347,4.21878603
621053,"Ferguson, Tyler",2024,R,819,133,27,-2.820998163,5.845585311,-0.658768022,4.754367996
695549,"Jobe, Jackson",2024,R,63,116,46,-1.394409918,5.812898906,0.116144191,4.269230916
700669,"Graceffo, Gordon",2024,R,105,138,48,-1.495052521,5.874230948,0.020114618,4.201616769
518397,"Alexander Jr., Scott",2024,L,566,133,37,1.928147232,5.721226756,0.133804338,4.388575157
656638,"Lange, Alex",2024,R,377,116,43,-1.525338761,5.748304744,0.189971253,4.137869734
669438,"Englert, Mason",2024,R,365,116,33,-2.371512748,5.633112994,-0.399460575,4.345307595
605182,"Clevinger, Mike",2024,R,303,145,41,-1.787238054,5.627923834,-0.059237772,4.13324254
681982,"Anderson, Grant",2024,R,483,140,-3,-3.181969858,4.157328318,-1.036778367,4.266337138
703231,"Meeker III, James",2024,R,16,158,29,-2.423357072,5.595804785,-0.420463803,4.479972633
