Pitches,str-icr,wstr-icr
5,0.5747016706443914,0.5133174224343676
25,0.5738028169014084,0.5196579476861166
50,0.5750359138068636,0.5253684490555999
75,0.5773314737331474,0.5248126452812646
100,0.5795620649651972,0.5261426914153132
125,0.5795299068229635,0.5283029756537421
150,0.5795658914728682,0.5301994832041343
175,0.5802919175332969,0.529584017515052
200,0.5809504950495049,0.5318498349834984
225,0.5822373291034065,0.532111186645517
250,0.582820476858345,0.5335750350631135
275,0.5833227485514126,0.533200641634203
300,0.5836613442257705,0.5333778933036267
325,0.5848303815314124,0.5345798455076806
350,0.5848608680927923,0.5346695264435287
375,0.5851708660333196,0.5353148836568912
400,0.5859972269624573,0.5358767064846417
425,0.5864892623716152,0.5365753708890963
450,0.5869387960034141,0.5372706732941708
475,0.5871808037918436,0.5376962575293769
500,0.5872413461538462,0.5386663461538461
525,0.5877903729259076,0.5388270083785115
550,0.5882708907254361,0.538730945821855
575,0.5881470462280525,0.5385101539432461
600,0.5883253673216499,0.5391502920870951
625,0.5887049591280654,0.5400998365122616
650,0.5884828822675658,0.5402270980961325
675,0.5897480804619583,0.5401188738710155
700,0.589413940973682,0.5409038930463298
725,0.5894908893799776,0.5401784597423175
750,0.5899921276154961,0.5409463434845659
775,0.5902948184059502,0.5414921167671494
800,0.589817314022383,0.5412606978275181
825,0.5905058651026394,0.5414345063538613
850,0.5904519269776876,0.5421379310344828
875,0.5905493246009005,0.5414703233729022
900,0.5904269049391909,0.54251013485563
925,0.5907050347728314,0.5425228001499188
950,0.5910687346385286,0.5421705229256717
975,0.5909721048182587,0.5424574636408955
1000,0.5908331846565567,0.5415967885816235
1025,0.5912149318676285,0.5418765601740524
1050,0.5908875518865724,0.5420810596520684
1075,0.5912922058966624,0.5421426486328695
1100,0.5917575757575758,0.5427121212121212
1125,0.5913515735388568,0.5429538856775851
1150,0.591374166931133,0.5410980641066329
1175,0.5914721031200281,0.541893590054742
1200,0.5916339012669287,0.5415356050677151
1225,0.5907101151087137,0.5410743479953289
1250,0.5920727272727273,0.5414693181818182
1275,0.5917430460556315,0.5414489284085727
1300,0.5913254260709351,0.5420278673422386
1325,0.5911343764381041,0.5417579383341004
1350,0.5917999307718934,0.5405595938617744
1375,0.5916855036855038,0.5406735077323312
1400,0.591794453507341,0.540194593334887
1425,0.5920298274516604,0.5407647619873407
1450,0.5916049525572784,0.5407984262902107
1475,0.5928859836871637,0.5415086481170822
1500,0.5921738629821531,0.5415854922279792
1525,0.5922930722632138,0.5409594901093853
1550,0.5920384593502873,0.5420549581839905
1575,0.5926574500768049,0.5411856403254253
